Short name,Name,Alias/MPC cpde,Alternative,Suggested standard name
,Urania (Antwerp),,,Urania (Antwerp)
,Urania (Berlin),,,Urania (Berlin)
,Urania (Vienna),,,Urania (Vienna)
,Urania Observatory (Zurich),,,Urania Observatory (Zurich)
,"Urania Observatory, Berlin",537,,"Urania Observatory, Berlin"
,"Urania Observatory, Vienna",602,,"Urania Observatory, Vienna"
,Uraniborg,,,Uraniborg
,"Uraniborg Observatory, Ecija",Z55,,"Uraniborg Observatory, Ecija"
,"Urseanu Observatory, Bucharest",A92,,"Urseanu Observatory, Bucharest"
,"USAF Academy Observatory, Colorado Springs",712,,"USAF Academy Observatory, Colorado Springs"
USNO,United States Naval Observatory,,,USNO
,Uto Observatory,365,,Uto Observatory
,Utrecht,015,,Utrecht
,Utsunomiya,390,,Utsunomiya
,Utsunomiya-Imaizumi,347,,Utsunomiya-Imaizumi
,"UWA Observatory, Crawley",D22,,"UWA Observatory, Crawley"
,Uzhgorod,061,,Uzhgorod
,Uzurano,375,,Uzurano
,"Vail View Observatory, Vail",H18,,"Vail View Observatory, Vail"
,Vainu Bappu Observatory,220,,Vainu Bappu Observatory
,Val-des-Bois,819,,Val-des-Bois
,"Valdicerro Observatory, Loreto",C92,,"Valdicerro Observatory, Loreto"
,Valencia,I55,,Valencia
,Valinhos,860,,Valinhos
,Vallauris,B51,,Vallauris
,"Valldoreix Obs.,Sant Cugat del Valles",B61,,"Valldoreix Obs.,Sant Cugat del Valles"
,Valle del Sol,J72,,Valle del Sol
,"Valmeca Observatory, Puimichel",184,,"Valmeca Observatory, Puimichel"
,"Van Allen Observatory, Iowa City",748,,"Van Allen Observatory, Iowa City"
,Van Vleck Observatory,298,,Van Vleck Observatory
,Vanderbilt University Observatory,,,Vanderbilt University Observatory
,Varennes,242,,Varennes
,"Varuna Observatory, Cuorgne",C38,,"Varuna Observatory, Cuorgne"
,Vassar College Observatory,,,Vassar College Observatory
,"Vassar College Observatory, Poughkeepsie",794,,"Vassar College Observatory, Poughkeepsie"
,Vatican Advanced Technology Telescope,,,Vatican Advanced Technology Telescope
,Vatican Observatory,,,Vatican Observatory
,"Vedrus Observatory, Azovskaya",L71,,"Vedrus Observatory, Azovskaya"
,Veen Observatory,,,Veen Observatory
,Vega-Bray Observatory,,,Vega-Bray Observatory
,"Vegaquattro Astronomical Obs., Novi Ligure",K41,,"Vegaquattro Astronomical Obs., Novi Ligure"
,"VEGA-Sternwarte, Dorfleiten",L49,,"VEGA-Sternwarte, Dorfleiten"
,Vela 5A,,,Vela 5A
,Vela 5B,,,Vela 5B
,Vela 6A,,,Vela 6A
,Vela 6B,,,Vela 6B
,Velikie Luki,C00,,Velikie Luki
,Venera,,,Venera
,Ventspils Starptautiskais Radioastronomijas Centrs,,,Ventspils Starptautiskais Radioastronomijas Centrs
,Venus Spectral Rocket Experiment,,,Venus Spectral Rocket Experiment
,"Vermillion Cliffs Observatory, Kanab",G85,,"Vermillion Cliffs Observatory, Kanab"
,Vernonian Peak Observatory,,,Vernonian Peak Observatory
,Vesqueville,231,,Vesqueville
,"VHS-VISTA, Cerro Paranal",W91,,"VHS-VISTA, Cerro Paranal"
,"Via Capote Sky Observatory, Thousand Oaks",G69,,"Via Capote Sky Observatory, Thousand Oaks"
,Vicksburg,H47,,Vicksburg
,Victoria,656,,Victoria
,Vienna (before 1879),545,,Vienna (before 1879)
,Vienna (since 1879),045,,Vienna (since 1879)
,Vienna Observatory,,,Vienna Observatory
,Village-Neuf,138,,Village-Neuf
,Vilnius (before 1939),070,,Vilnius (before 1939)
,Vilnius (since 1939),570,,Vilnius (since 1939)
,Vilnius University Observatory,,,Vilnius University Observatory
,Vina del Mar,812,,Vina del Mar
,Vinyols,C90,,Vinyols
,Virgo,,,Virgo
,Visnjan,120,,Visnjan
,Visnjan Observatory,,,Visnjan Observatory
,"Visnjan Observatory, Tican",L01,,"Visnjan Observatory, Tican"
VISTA,Visible and Infrared Survey Telescope for Astronomy,,,VISTA
,Vitebsk,B42,,Vitebsk
VLA,Very Large Array,,,VLA
VLBI,Very Long BaseLine Array,,,VLBI
VLT,Very Large Telescope,,,VLT
,"Volkssternwarte Dhaun, near Kirn",515,,"Volkssternwarte Dhaun, near Kirn"
,"Volkssternwarte Drebach, Schoenbrunn",113,,"Volkssternwarte Drebach, Schoenbrunn"
,Volkssternwarte Kirchheim,A33,,Volkssternwarte Kirchheim
,Volongo Observatory,,,Volongo Observatory
,Voyager 1,,,Voyager 1
,Voyager 2,,,Voyager 2
,Vsetin Observatory,,,Vsetin Observatory
,"Vulcan North, Lick Observatory, Mount Hamilton",G65,,"Vulcan North, Lick Observatory, Mount Hamilton"
,"Vulpecula Observatory, Budapest",G23,,"Vulpecula Observatory, Budapest"
,"W & B Observatory, Cloudcroft",709,,"W & B Observatory, Cloudcroft"
,"W Crusis Astronomical Observatory, San Justo",I45,,"W Crusis Astronomical Observatory, San Justo"
,Waizenreuth,K64,,Waizenreuth
,Wakayama,359,,Wakayama
,"Wallace Observatory, Westford",810,,"Wallace Observatory, Westford"
,Wallaroo,D82,,Wallaroo
,Wallhausen,K55,,Wallhausen
,Wallis Observatory,665,,Wallis Observatory
,Walnut Creek,G56,,Walnut Creek
,"Waltonfields Observatory, Walton",H65,,"Waltonfields Observatory, Walton"
,Wanapum Dam,667,,Wanapum Dam
,Wanniassa,E13,,Wanniassa
,"Warner and Swasey Nassau Station, Chardon",774,,"Warner and Swasey Nassau Station, Chardon"
,Warner and Swasey Observatory,,,Warner and Swasey Observatory
,"Warner and Swasey Observatory, Cleveland",773,,"Warner and Swasey Observatory, Cleveland"
,Warner Observatory,,,Warner Observatory
,Warren Rupp Observatory,,,Warren Rupp Observatory
,Warrumbungle Observatory,Q65,,Warrumbungle Observatory
,Warsaw,558,,Warsaw
,Warsaw Univerity Observatory,,,Warsaw Univerity Observatory
,Warsaw-Ostrowik,060,,Warsaw-Ostrowik
,"Wartburg College Observatory, Waverly",H42,,"Wartburg College Observatory, Waverly"
,Washburn Observatory,,,Washburn Observatory
,"Washburn Observatory, Madison",753,,"Washburn Observatory, Madison"
,Waterlooville,940,,Waterlooville
,"Wayside Observatory, Minnetonka",855,,"Wayside Observatory, Minnetonka"
,Wegberg,D07,,Wegberg
,Weinheim,A23,,Weinheim
,Weitkamp Observatory,,,Weitkamp Observatory
,Wellinghofen,C28,,Wellinghofen
,"Werner Schmidt Obs., Dennis-Yarmouth Regional HS",I06,,"Werner Schmidt Obs., Dennis-Yarmouth Regional HS"
,Werrington,963,,Werrington
,West Challow,J90,,West Challow
,West Hills Observatory,,,West Hills Observatory
,West Mountain Observatory,,,West Mountain Observatory
,"West Skies Observatory, Mulvane",451,,"West Skies Observatory, Mulvane"
,Westport Observatory,I42,,Westport Observatory
,"WestRock Observatory, Columbus",W22,,"WestRock Observatory, Columbus"
,Westwood,W80,,Westwood
,Wetzikon,011,,Wetzikon
,Whakatane Astronomical Society,,,Whakatane Astronomical Society
Whipple,Fred Lawrence Whipple Observatory,,,Whipple
,"Whipple Observatory, Mount Hopkins-PAIRITEL",V07,,"Whipple Observatory, Mount Hopkins-PAIRITEL"
,"Whipple Observatory, Mt. Hopkins",696,,"Whipple Observatory, Mt. Hopkins"
,"Whipple Observatory, Mt. Hopkins--2MASS",G91,,"Whipple Observatory, Mt. Hopkins--2MASS"
,Whiskey Creek Observatory,V19,,Whiskey Creek Observatory
,"Whitestar Observatory, Borgobello",C75,,"Whitestar Observatory, Borgobello"
,Whitin Observatory,,,Whitin Observatory
,"Whitin Observatory, Wellesley",W83,,"Whitin Observatory, Wellesley"
,Wickede,G33,,Wickede
,Widener Univerity Observatory,,,Widener Univerity Observatory
,Wiesbaden,023,,Wiesbaden
,Wildberg,198,,Wildberg
,Wilder Observatory,,,Wilder Observatory
,"Wilfred Hall Observatory, Preston",989,,"Wilfred Hall Observatory, Preston"
,"Wilhelm Foerster Observatory, Berlin",544,,"Wilhelm Foerster Observatory, Berlin"
,Willard L. Eccles Observatory,,,Willard L. Eccles Observatory
,William Brydone Jack Observatory,,,William Brydone Jack Observatory
,Williams,685,,Williams
,Williams Observatory,,,Williams Observatory
,Willow Bank Observatory,J71,,Willow Bank Observatory
,Wimborne Minster,490,,Wimborne Minster
,Winchester,799,,Winchester
,Wind,,,Wind
,Windsor,419,,Windsor
,Winer Observatory,,,Winer Observatory
,"Winer Observatory, Sonoita",648,,"Winer Observatory, Sonoita"
,Winfree Observatory,,,Winfree Observatory
WIRE,Wide field InfraRed Explorer,,,WIRE
WISE,Wide Field Infrared Survey Explorer,,,WISE
,WISE,C51,,WISE
,"Wise Observatory (Negev, Israel)",,,"Wise Observatory (Negev, Israel)"
,"Wise Observatory, Mitzpeh Ramon",097,,"Wise Observatory, Mitzpeh Ramon"
,"Wishing Star Observatory, Barrington",I15,,"Wishing Star Observatory, Barrington"
,"Wither Observatory, Witherlea",E83,,"Wither Observatory, Witherlea"
,Witte Observatory,,,Witte Observatory
,WIYN Observatory,,,WIYN Observatory
WMAP,Wilkinson Microwave Anisotropy Probe,,,WMAP
,"Wobblesock Observatory, Coonabarabran",E08,,"Wobblesock Observatory, Coonabarabran"
,"Woogaroo Observatory, Forest Lake",Q78,,"Woogaroo Observatory, Forest Lake"
,Woolston Observatory,993,,Woolston Observatory
,Woomera,426,,Woomera
,Wormhout,A11,,Wormhout
,WSRT,,,WSRT
,WUPPE,,,WUPPE
,Wurzburg,028,,Wurzburg
,Wykrota Observatory-CEAMIG,859,,Wykrota Observatory-CEAMIG
,"Wyncroft Observatory, Attleborough",G28,,"Wyncroft Observatory, Attleborough"
,Wyoming Infrared Observatory,,,Wyoming Infrared Observatory
,"Wyrick Observatory, Haymarket",935,,"Wyrick Observatory, Haymarket"
,Xanjiang Astronomical Observatory,,,Xanjiang Astronomical Observatory
,Xiangfen Astronomical Observatory,,,Xiangfen Astronomical Observatory
,Xinglong Station (NAOC),,,Xinglong Station (NAOC)
,"Xingming Observatory #3, Nanshan",N88,,"Xingming Observatory #3, Nanshan"
,"Xingming Observatory, Mt. Nanshan",C42,,"Xingming Observatory, Mt. Nanshan"
XMM-Newton,X-ray Multimirror Mission,XMM,,XMM-Newton
XRISM,X-ray Imaging and Spectroscopy Mission,,,XRISM
,Xujiahui Astronomical Observatory,,,Xujiahui Astronomical Observatory
,"Yale Observatory, Bethany",798,,"Yale Observatory, Bethany"
,"Yale Observatory, New Haven",797,,"Yale Observatory, New Haven"
,Yale Student Observatory,,,Yale Student Observatory
,"Yale-Columbia Station, Johannesburg",077,,"Yale-Columbia Station, Johannesburg"
,Yamada,363,,Yamada
,Yamagata,D89,,Yamagata
,Yamamoto,404,,Yamamoto
,Yanagida Astronomical Observatory,417,,Yanagida Astronomical Observatory
,Yangbajing Internationl Cosmic Cosmic-Ray Observatory,,,Yangbajing Internationl Cosmic Cosmic-Ray Observatory
,Yantra Mandir,,,Yantra Mandir
,Yatsugatake South Base Observatory,896,,Yatsugatake South Base Observatory
,Yatsugatake-Kobuchizawa,386,,Yatsugatake-Kobuchizawa
,Yatsuka,367,,Yatsuka
,YCPM Kagoshima Station,364,,YCPM Kagoshima Station
,Yellow Springs,H66,,Yellow Springs
,Yerkes Observatory,,,Yerkes Observatory
,"Yerkes Observatory, Williams Bay",754,,"Yerkes Observatory, Williams Bay"
,Yerres-Canotiers,222,,Yerres-Canotiers
,YGCO Chiyoda Station,897,,YGCO Chiyoda Station
,YGCO Hoshikawa and Nagano Stations,892,,YGCO Hoshikawa and Nagano Stations
,Yohkoh,,,Yohkoh
,Yorii,875,,Yorii
,York Univerity Observatory,,,York Univerity Observatory
,"York University Observatory, Toronto",H79,,"York University Observatory, Toronto"
,Younchun,343,,Younchun
,"YSTAR-NEOPAT Station, Sutherland",A60,,"YSTAR-NEOPAT Station, Sutherland"
,"YSVP Observatory, Vale Park",D79,,"YSVP Observatory, Vale Park"
,Yuba City Astronomical Observatory,,,Yuba City Astronomical Observatory
,Yunnan Astronomical Observatory,,,Yunnan Astronomical Observatory
,Yunnan Observatory,286,,Yunnan Observatory
,"Yunnan-HK Observatory, Gaomeigu",O45,,"Yunnan-HK Observatory, Gaomeigu"
,Yunquera,I65,,Yunquera
,Zadko Observatory,,,Zadko Observatory
,"Zadko Observatory, Wallingup Plain",D20,,"Zadko Observatory, Wallingup Plain"
,"Zeds Astronomical Observatory, Lahore",N30,,"Zeds Astronomical Observatory, Lahore"
,Zeist,508,,Zeist
,Zelenchukskaya,115,,Zelenchukskaya
,"Zeno Observatory, Edmond",727,,"Zeno Observatory, Edmond"
,Zephyrhills,761,,Zephyrhills
,Zimmerwald Observatory,,,Zimmerwald Observatory
,Zlin Observatory,B41,,Zlin Observatory
ZTF,Zwicky Transient Factory,,,ZTF
,Zvenigorod,102,,Zvenigorod
,"Zvezdno Obshtestvo Observatory, Plana",A79,,"Zvezdno Obshtestvo Observatory, Plana"
